,ok
0,0.005326282692720801
1,0.002520009270825842
2,0.006273486080184009
3,0.0007598366014563271
4,0.003279830939068937
5,0.0036007484317130685
6,0.0037746917820096846
7,0.02769756253005214
8,0.0001766379562059893
9,0.0031024960759426976
10,0.007764547134971473
11,0.0008556797772493385
12,0.021557563142126653
13,0.021840927810542178
14,0.007318281646281873
15,0.004869575131388003
16,0.0018794582335421488
17,0.004473038369146529
18,0.043573071685178315
19,0.018266988021092324
20,0.003886210748339829
21,0.006741108802602725
22,0.04040285768554025
23,0.008106249188396041
24,0.014303177209159095
25,0.0016737490354884368
26,0.004444925254173638
27,0.00393207678805947
28,0.0065566369712601906
29,0.005541830239018277
30,0.014258628970815243
31,0.013655568087511788
32,0.013302765242395024
33,0.003222403567283196
34,0.0033511904575494163
35,0.0011240204920813825
36,0.004448193836866867
37,0.01613924845348441
38,0.006734578262597633
39,0.003471950099114009
40,0.004736556171829382
41,0.004825303205331753
42,0.002167199963897603
43,0.0009662174767803407
44,0.004617304301303119
45,0.0009849494175425658
46,0.008568090260551012
47,0.009042738507824808
48,0.00127356905051354
49,-0.0030152213007697045
50,0.005130405334908671
51,0.015777913427294198
52,0.015249792433913638
53,0.006822403765847867
54,0.006045650499185633
55,0.005788958183363172
56,0.0020149551179565023
57,0.014557794528464715
58,0.007713162427444759
59,0.008598320633737897
60,0.0046811433086464595
61,0.020379818044184185
62,0.004657099448989297
63,0.006547295988738642
64,0.01370952685382132
65,0.004606135467663276
66,0.007137409201249258
67,0.004662318790509064
68,0.005632485568286404
69,0.00443157603315408
70,0.008670657990889861
71,0.007618721735934526
72,0.006118603907465632
73,0.004916509342005667
74,0.010809932516869791
75,0.008008178682942185
76,0.012368418964527082
77,0.0005943538576240475
78,0.001027006188626976
79,0.001574217700163163
80,0.004307445182348876
81,0.01689749879611974
82,0.003519957810025764
83,0.00345060153301614
84,0.007721633844725068
85,0.0004888404833602168
86,0.0047000171180147056
87,0.0048505458093184356
88,0.0018861089094173332
89,0.0015215433564908887
90,0.0036696458963285704
91,0.0060424726066970885
92,0.006181104842095711
93,0.008856046238194928
94,0.0029448853899412125
95,0.027126218214964568
96,0.008304305102965148
97,0.005145331896847339
98,0.004857524200683504
99,0.0019158350936471068
100,0.009871874819242406
101,0.005410642773009396
102,0.004178650947730711
103,0.0025221336093199185
104,0.008040358028672406
105,0.0019167002377970283
106,0.005646125405647243
107,0.005657637435098544
108,0.021270914120073932
109,-0.0038085152872043664
110,0.00198366754550482
111,0.005256245042180886
112,0.010439779497012356
113,0.030796086301147357
114,0.003927714428486289
115,0.00712916968475218
116,0.006836712137845706
117,0.014501834874618924
118,0.020942787359983596
119,0.0017677557837352496
120,0.0040331537351446746
121,0.0005057220557500967
122,0.0005115533483121514
123,0.005482259024656344
124,0.0053327005793733775
125,0.004417168375885786
126,0.01079549631609826
127,0.009464780818362422
128,0.01700362156641519
129,0.008576425077065027
130,0.0021058426954183324
131,0.0015768701037171175
132,0.001901180456043715
133,0.011582604341051407
134,0.008876012340474549
135,0.002168444535225694
136,0.0029766890326846165
137,0.0014798212130304486
138,0.02841692329286777
139,0.0027162087270946496
140,0.006106106597115371
141,0.00028446402193207465
142,0.0011369250560180004
143,0.0007739368284501146
144,0.0029234935746740953
145,0.018029194927141327
146,0.005279372212838153
147,0.006896487325575001
148,0.0025827023380204234
149,0.00240345314775511
150,0.01133877890444653
151,-0.00036292804633410516
152,0.008188399614672139
153,0.026682487381540484
154,0.004391679335974786
155,0.018273187598630964
156,0.010448455093384917
157,0.0036699501366935566
158,0.00042437040243485137
159,0.0018611911771298712
160,0.0024991247309769996
161,0.0027436020173030374
162,0.01731398634139941
163,0.0032394207601693934
164,0.0027151594971254493
165,0.0024976719915944484
166,0.008560925540658328
167,0.03566596354763068
168,0.0017850998353928773
169,0.010480640296684272
170,0.016115841475721676
171,0.01481213383659416
172,0.017097754568584738
173,0.0009568989467508117
174,0.0013198040251177878
175,0.051198619855780225
176,0.021526124653576714
177,0.009130264033509444
178,0.005386110156647228
179,0.012189356582903649
180,0.05137292476475868
181,0.0006026696036227977
182,0.026273946094614805
183,0.012943015920900311
184,0.023053159419866482
185,0.0062012174878692365
186,0.0002377055300163593
187,0.0065149212107124795
188,0.006810415207021124
189,0.003922395918943039
190,0.0009876840241080332
191,0.004512951102658702
192,0.0031069418647943756
193,0.0032328580670828843
194,0.002654685292192485
195,0.0001291425369764846
196,0.0031850527641184767
197,0.02570506830715735
198,-6.299402341340167e-05
199,0.00164004487113724
200,2.1048091181983045e-05
201,0.006286960965147532
202,-0.0003267977553463447
203,0.016880630676031343
204,0.0036173012135542752
205,0.0008869022302863156
206,0.0015835741499209543
207,0.008659981838381462
208,-0.00040945388706950655
209,0.0003574120656773461
210,0.022068562890227503
211,0.007191089772071525
212,0.002309150383889328
213,0.01316406852609553
214,0.0016554078201742079
215,0.0013397182126295704
216,-0.0003602204346578419
217,0.009888694829420855
218,0.010747022028602365
219,0.0040222028697505015
220,0.0035467338766509557
221,0.0024259882523986914
222,0.0025257671648139103
223,0.011409493654235221
224,0.015963346005618065
225,0.00550761210440549
226,0.02209177548197091
227,0.003660275085310444
228,0.002326571019239962
229,0.005799301649242871
230,-0.0004357828355881798
231,0.003456747890342743
232,2.4123326695152728e-05
233,0.002176569896797956
234,0.002599117524183076
235,0.0012833536316653234
236,0.001932888993785838
237,0.0016520370543663988
238,0.001764697543328547
239,0.002265583010845717
240,0.000703965483258463
241,0.000797026625717902
242,0.003747370879298709
243,-8.146800345281303e-05
244,0.0023776795734033246
245,0.002859208446798672
246,0.007412079149686456
247,0.0002904829360498221
248,-0.0009022140777207926
249,0.005296715926788138
250,0.02471887728593766
251,0.019894292342187404
252,0.012498531725121094
253,-0.00021963974310301336
254,0.006750258785320819
255,0.00917898504011152
256,0.0034811770887917337
257,0.0057105687529619585
258,0.009948555506391104
259,0.00366290971425429
260,0.0015376444993453501
261,-0.0007668354273851798
262,0.03453065043993921
263,0.010086210523254448
264,0.0011313623206514246
265,0.0005604418520265809
266,0.0017411015759014803
267,0.008623445236541138
268,0.012433832973487576
269,0.021443942267868478
270,-0.00010454250016437737
271,0.030165930895347845
272,0.005961441084388558
273,0.005214977030253589
274,0.012894658108793682
275,0.03467145607985971
276,0.01826585359070893
277,0.0032539683951799806
278,0.0029155194545502257
279,0.019904012133809497
280,0.013755932239575936
281,0.004230292792203048
282,0.0076017660282838104
283,0.014940377913936148
284,0.030502016595773458
285,0.0015665666397940924
286,-0.0008634978990111272
287,0.004587212961540523
288,0.0037181303754435643
289,0.0006968159384969032
290,0.005527014372762108
291,0.0030641102927522375
292,0.004175982117950398
293,0.0023790311062060567
294,0.0025959460055618036
295,0.002239174120060317
296,0.0038450811310371115
297,0.019411832306520355
298,0.011187796542624405
299,0.01576294109110119
300,0.012519364011384477
301,0.0004509359606931595
302,0.002800917551973244
303,0.011900158904574517
304,0.004103084171155794
305,4.786048247709435e-05
306,0.003121351953110982
307,0.03074082485501895
308,0.015593803526948863
309,0.01644845747239837
310,0.002586615654787416
311,-0.00036759201645141784
312,-0.00037252225170396856
313,-0.0004627583401546971
314,0.00020013819143349524
315,-0.0006261180497414095
316,-0.0012746433132047675
317,0.0009347589893194952
318,-0.000483065381481049
319,-0.0007641173999098565
320,0.0003909536047173494
321,0.017529793972769058
322,0.0026790666611956736
323,0.014874808840580256
324,-0.00031000662050183615
325,0.004978708267656697
326,0.002943685775166146
327,0.005196330423655676
328,0.01155112304052318
329,0.020935762377240225
330,0.029122362030359405
331,0.009293514405284984
332,0.049603000102364014
333,0.006925946109560712
334,0.0033111138969488174
335,0.0010361101660803
336,0.001244838589831211
337,0.0016865454016219078
338,0.008325112462032033
339,0.008361996297242312
340,0.004421714457553874
341,0.008885227385394068
342,0.003470117346917997
343,0.03231773835140139
344,0.0037850680343687513
345,0.0015634095298170116
346,0.011297860104119465
347,0.0048258265511333135
348,0.02096242001690215
349,0.01442007396662857
350,0.002634308887857373
351,0.003579044050435909
352,0.0016770646407294845
353,-2.4602320800876185e-05
354,0.014123810176989219
355,0.008347533965011035
356,0.0068997983500236615
357,0.001702859504126775
358,0.001373508246584033
359,0.0006427135796621504
360,0.028338568289901382
361,0.001583785563990301
362,0.00042339192915306337
363,-0.00122534766341516
364,0.021543922094522622
365,0.031089180693028483
366,0.002328841763597229
367,0.0069344894075016724
368,-0.000941889253616681
369,0.030327007341586876
370,-0.0009121421231894269
371,0.0016800879682852894
372,0.00022942501451546794
373,0.0024314215952223285
374,-0.0011474451469116586
375,0.0005592996579149422
376,0.00362307689090359
377,0.01783159365313229
378,0.0014762571726822978
379,0.006324856666689495
380,0.04578077807758098
381,0.002791193349819613
382,-0.0011549099564982322
383,0.023757821905584373
384,0.005582714807554429
385,0.0008340684478563077
386,-0.0003691536717226728
387,-0.0003418199980182086
388,-0.00023287350008127476
389,0.02531263198873164
390,0.034863419003172316
391,0.0023585334625391306
392,0.014295921098816135
393,0.01833644259771649
394,0.0004340068977594909
395,-0.0006410360222606614
396,0.003637614887364596
397,0.01027313637469562
398,0.004570082954986218
399,0.0035288117524729544
400,0.0037566630439455346
401,0.005798940085013963
402,0.009180499060890409
403,0.002205764847220529
404,0.006711595933569001
405,0.019610021037636635
406,0.0030727501599032677
407,0.01846237635898697
408,0.0009175855546850681
409,0.003927377649696787
410,0.004468342909988057
411,0.003632146636185177
412,0.0027732667123831433
413,0.0032398018576075913
414,0.0031734236412724343
415,0.0023074950409055733
416,0.0026231456404376117
417,0.002465485647000735
418,0.0016752524398104091
419,0.0012989303819083864
420,0.002163808692830486
421,0.0023459927226212253
422,0.0027023318978602042
423,0.0006069671275775188
424,0.0020396756781127555
425,0.0038826671290349765
426,0.007863713555883
427,0.006470441740599119
428,0.006106748000607204
429,0.004174962025533069
430,0.003048684094679847
431,0.00261129956369565
432,0.0024846102240655196
433,0.005396862701540984
434,0.0015776848521070518
435,0.005915021250086651
436,0.01904125761493216
437,0.007937470075851634
438,0.009199774664408607
439,0.0027260000740821798
440,0.005651421902507528
441,0.005928208832316228
442,0.006865689107592669
443,0.005239681872981042
444,0.009132526444754055
445,0.006253335953268985
446,0.008829623385052129
447,0.002840054309389514
448,0.014852549919371605
449,0.001755558410956811
450,0.0012965123692073538
451,0.00033239904175303965
452,0.013210155855333531
453,0.009463653176764238
454,0.007747949745423508
455,0.007459279677914313
456,0.013552735612106298
457,0.009722843329511156
