index,symbol,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group
0,AAAU US,2019-03-06,15025.5,12.865,7.4432,-0.0295139075604,100.99,13355.1620378,ARCA,
1,AABA US,2019-03-06,4833641.0,75.12,19.9808,0.914151251818,45485.78,1014.086595,NASDAQ,
2,AAC US,2019-03-06,238294.5,2.59,103.168,0.949573413619,63.72,728.7359775,NYSE,Healthcare-Services
3,AADR US,2019-03-06,8494.0,45.5304,13.9904,0.197950442299,102.44,640.4496175,ARCA,
4,AAL US,2019-03-06,6052245.5,33.23,30.3744,1.37691790531,14922.12,1159.603849,NASDAQ,Airlines
5,AAMC US,2019-03-06,3763.5,39.75,127.7568,-0.214772976665,62.99,150.4951595,AMEX,Diversified Finan Serv
6,AAME US,2019-03-06,1544.5,2.93,90.7584,-0.253819217445,59.18,330.30515325,NASDAQ,Insurance
7,AAN US,2019-03-06,445747.0,54.14,37.3504,1.02677443396,3638.37,164.80090975,NYSE,Commercial Services
8,AAOI US,2019-03-06,1758341.5,13.64,61.7792,1.32822436286,271.2,470.3777075,NASDAQ,Electronics
9,AAON US,2019-03-06,127895.5,42.38,31.6352,1.04127332989,2202.76,181.10956025,NASDAQ,Building Materials
10,AAPL US,2019-03-06,19565131.0,175.53,18.272,1.15532196094,827673.1,480.65685475,NASDAQ,Computers
11,AAP US,2019-03-06,1343032.0,157.31,33.0304,0.859983342177,11274.43,163.86047325,NYSE,Retail
12,AAT US,2019-03-06,112274.0,44.19,18.0224,0.481649467916,2091.31,149.25717525,NYSE,REITS
13,AA US,2019-03-06,3215358.0,29.2,37.1136,1.33531412103,5416.55,549.370383,NYSE,Mining
14,AAU US,2019-03-06,215671.5,0.6328,58.464,0.236326694538,70.7,1815.605775,AMEX,Mining
15,AAWW US,2019-03-06,279051.5,51.29,38.7904,1.45443789166,1320.67,170.358482,NASDAQ,Transportation
