index,symbol,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group
0,AAAU US,2019-06-24,36158.5,13.98,9.3952,-0.0417526499099,124.42,13182.9141683,ARCA,
1,AABA US,2019-06-24,4619194.5,68.88,22.5792,1.18886291525,35783.94,564.7275985,NASDAQ,
2,AAC US,2019-06-24,584689.5,0.6956,138.56,1.27428126117,17.6,1309.27388125,NYSE,Healthcare-Services
3,AADR US,2019-06-24,3777.0,49.49,11.456,0.134532398143,107.64,493.9148915,ARCA,
4,AAL US,2019-06-24,4516142.0,31.57,29.2224,1.40410188036,14043.44,973.9687275,NASDAQ,Airlines
5,AAMC US,2019-06-24,4516.5,14.0,134.336,1.00015475479,22.25,260.640745,AMEX,Diversified Finan Serv
6,AAME US,2019-06-24,1237.0,2.51,89.696,-0.134358005231,50.56,498.501907,NASDAQ,Insurance
7,AAN US,2019-06-24,520614.0,61.31,28.96,1.09796411988,4149.3,178.75482525,NYSE,Commercial Services
8,AAOI US,2019-06-24,275618.0,9.29,47.9424,1.47496560671,185.24,380.67921725,NASDAQ,Electronics
9,AAON US,2019-06-24,67112.0,48.11,31.0848,1.49072021051,2507.27,149.955749,NASDAQ,Building Materials
10,AAPL US,2019-06-24,18133510.5,198.78,19.904,1.46497545814,914601.69,394.57225975,NASDAQ,Computers
11,AAP US,2019-06-24,746745.5,153.24,23.6096,0.915805479477,10992.96,154.349365,NYSE,Retail
12,AAT US,2019-06-24,604107.5,47.49,20.7104,0.581285283915,2773.98,215.1896725,NYSE,REITS
13,AA US,2019-06-24,2638155.0,22.6,35.1744,1.33424826427,4193.08,498.5968795,NYSE,Mining
14,AAU US,2019-06-24,149740.5,0.6233,64.224,-0.0215155836077,69.64,2286.89189625,AMEX,Mining
15,AAWW US,2019-06-24,235428.0,40.62,36.16,1.4161213722,1050.1,152.1828565,NASDAQ,Transportation
16,AAXJ US,2019-06-24,824945.0,69.27,9.2224,0.753438508556,4073.08,1370.0058265,NASDAQ,
17,AAXN US,2019-06-24,887531.0,73.3,35.5328,1.06235966351,4334.04,179.892977,NASDAQ,Miscellaneous Manufactur
18,ABB US,2019-06-24,1394859.0,19.89,10.8032,0.76159686873,43124.47,7280.7429125,NYSE,Electronics
19,ABBV US,2019-06-24,3430168.5,78.78,20.5248,0.795617297205,116463.01,274.3074875,NYSE,Pharmaceuticals
20,ABCB US,2019-06-24,217436.5,37.75,26.9696,1.14259842994,1796.35,144.1729295,NASDAQ,Banks
21,ABC US,2019-06-24,904464.5,84.46,22.6816,0.922124112509,17751.55,188.15477025,NYSE,Pharmaceuticals
22,ABDC US,2019-06-24,22650.5,8.65,24.768,0.11165990236,111.37,652.75834925,NASDAQ,Investment Companies
23,ABEO US,2019-06-24,602721.5,4.62,60.0576,0.554987890033,227.13,578.02184325,NASDAQ,Biotechnology
24,ABEV US,2019-06-24,16704519.0,4.81,24.672,0.715910938818,75648.23,145504.325232,NYSE,Beverages
25,ABG US,2019-06-24,96347.5,81.75,29.2544,0.852845364835,1586.26,130.94410675,NYSE,Retail
26,ABIL US,2019-06-24,77456.5,0.91,111.0592,0.867497706095,7.32,1625.18392675,NASDAQ,Aerospace/Defense
27,ABIO US,2019-06-24,104307.5,6.46,123.2448,0.642727895191,9.13,364.382156,NASDAQ,Biotechnology
28,ABMD US,2019-06-24,425415.0,256.04,38.2016,1.77012891916,11553.74,142.82279325,NASDAQ,Healthcare-Products
29,ABM US,2019-06-24,367062.0,39.42,25.2736,0.963605059746,2615.82,206.422787,NYSE,Commercial Services
