index,symbol,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group
0,AAAU US,2019-06-06,28814.0,13.27,7.6416,0.0240753102436,118.1,13359.497072,ARCA,
1,AABA US,2019-06-06,6392004.0,60.67,24.256,1.08279390934,31518.75,575.2927305,NASDAQ,
2,AAC US,2019-06-06,632980.0,0.986,144.2688,1.10334417117,24.95,998.333421,NYSE,Healthcare-Services
3,AADR US,2019-06-06,6141.0,47.03,13.5168,0.161386760982,102.29,438.0251715,ARCA,
4,AAL US,2019-06-06,6756876.0,30.36,28.7424,1.29337875561,13505.19,1104.5814505,NASDAQ,Airlines
5,AAMC US,2019-06-06,7986.0,14.49,112.6592,1.37436541615,23.03,287.9570985,AMEX,Diversified Finan Serv
6,AAME US,2019-06-06,105.0,2.31,71.4432,-0.0845612318336,46.53,899.9998615,NASDAQ,Insurance
7,AAN US,2019-06-06,393147.0,54.97,31.2704,1.24433686043,3720.23,172.8750465,NYSE,Commercial Services
8,AAOI US,2019-06-06,360353.0,9.23,48.64,1.30883759099,184.04,323.7628885,NASDAQ,Electronics
9,AAON US,2019-06-06,106577.0,48.08,32.4672,1.3851135415,2505.7,172.1199835,NASDAQ,Building Materials
10,AAPL US,2019-06-06,26046973.0,182.54,21.1648,1.32917402459,839880.23,375.951974,NASDAQ,Computers
11,AAP US,2019-06-06,1022100.0,154.61,25.28,0.876454484933,11091.24,161.664437,NYSE,Retail
12,AAT US,2019-06-06,152923.0,46.39,18.6048,0.634264005623,2227.01,162.0592595,NYSE,REITS
13,AA US,2019-06-06,3040246.0,21.37,32.0896,1.16600753095,3964.88,499.6962915,NYSE,Mining
14,AAU US,2019-06-06,109054.0,0.4641,60.2816,0.046690184072,51.85,1790.0063,AMEX,Mining
15,AAWW US,2019-06-06,284111.0,38.62,35.0848,1.13843974858,998.39,155.10798,NASDAQ,Transportation
16,AAXJ US,2019-06-06,1373740.0,66.17,9.2032,0.694532631722,3956.97,1573.3584025,NASDAQ,
17,AAXN US,2019-06-06,501277.0,68.0,33.4016,1.38009535585,4020.67,158.021301,NASDAQ,Miscellaneous Manufactur
18,ABB US,2019-06-06,2216084.0,18.9,11.3408,0.735676410668,40978.0,5835.3725745,NYSE,Electronics
19,ABBV US,2019-06-06,3585535.0,77.06,20.8128,1.02789204318,113920.28,266.425348,NYSE,Pharmaceuticals
20,ABCB US,2019-06-06,227462.0,37.03,28.512,1.06159571382,1762.08,158.0699665,NASDAQ,Banks
21,ABC US,2019-06-06,1141867.0,81.65,25.1904,0.962615250965,17160.95,174.104441,NYSE,Pharmaceuticals
22,ABDC US,2019-06-06,31015.0,8.08,24.9856,0.0640205597561,104.03,1134.695639,NASDAQ,Investment Companies
23,ABEO US,2019-06-06,484017.0,5.24,52.2176,1.21444410973,257.61,482.4545155,NASDAQ,Biotechnology
24,ABEV US,2019-06-06,19893805.0,4.46,26.7392,0.718666792698,70143.68,179152.169644,NYSE,Beverages
25,ABG US,2019-06-06,77122.0,77.8,30.688,0.784257755103,1509.61,122.0256675,NYSE,Retail
26,ABIL US,2019-06-06,206472.0,1.21,104.736,1.45251529953,9.73,1334.9055935,NASDAQ,Aerospace/Defense
27,ABIO US,2019-06-06,173330.0,7.21,135.1936,0.81402393242,10.19,359.032176,NASDAQ,Biotechnology
28,ABMD US,2019-06-06,596231.0,268.8,42.0416,1.77124443576,12129.53,141.089136,NASDAQ,Healthcare-Products
29,ABM US,2019-06-06,183320.0,37.28,24.2304,1.08763406326,2469.39,155.2333045,NYSE,Commercial Services
30,ABR US,2019-06-06,1089967.0,12.53,17.4336,0.611061653581,1433.93,1932.3260725,NYSE,REITS
31,ABT US,2019-06-06,4378898.0,78.69,17.4656,1.08911768596,138823.42,307.346311,NYSE,Healthcare-Products
32,ABTX US,2019-06-06,51535.0,32.72,30.4128,0.976678707896,698.29,163.9915125,NASDAQ,Banks
