index,symbol,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group
0,AAAU US,2019-05-29,25165.0,12.78,7.4368,0.00480806929772,106.07,13372.8680155,ARCA,
1,AABA US,2019-05-29,6479661.0,61.47,24.2752,1.26345886743,31934.37,537.1694365,NASDAQ,
2,AAC US,2019-05-29,433459.0,1.24,130.3872,0.205484645864,31.37,949.3066445,NYSE,Healthcare-Services
3,AADR US,2019-05-29,6276.0,45.8008,14.1376,0.260171336828,101.91,448.991808,ARCA,
4,AAL US,2019-05-29,4710680.0,28.73,26.7648,1.33848247062,12780.11,812.5467265,NASDAQ,Airlines
5,AAMC US,2019-05-29,1025.0,20.0,108.7424,0.960092911517,31.79,210.8536285,AMEX,Diversified Finan Serv
6,AAME US,2019-05-29,46.0,2.51,71.5264,-0.15972273629,50.56,351.260642,NASDAQ,Insurance
7,AAN US,2019-05-29,462254.0,55.04,32.3136,1.36563688718,3724.97,159.592943,NYSE,Commercial Services
8,AAOI US,2019-05-29,568783.0,8.84,50.0864,1.31448716418,176.27,391.788824,NASDAQ,Electronics
9,AAON US,2019-05-29,99858.0,46.29,33.1584,1.39949576421,2412.42,168.203478,NASDAQ,Building Materials
10,AAPL US,2019-05-29,28044828.0,178.23,20.0512,1.49794567438,820049.6,395.4044715,NASDAQ,Computers
11,AAP US,2019-05-29,1554279.0,154.56,25.2608,0.995609452793,11087.65,170.121431,NYSE,Retail
12,AAT US,2019-05-29,117547.0,45.84,17.536,0.640611616844,2200.61,167.384465,NYSE,REITS
13,AA US,2019-05-29,2944803.0,22.55,30.7456,1.20190032511,4183.81,481.4699305,NYSE,Mining
14,AAU US,2019-05-29,70983.0,0.4392,59.2384,-0.333883984959,49.07,2289.297199,AMEX,Mining
15,AAWW US,2019-05-29,191536.0,38.87,31.7632,1.20824100967,1004.86,154.9533865,NASDAQ,Transportation
16,AAXJ US,2019-05-29,1215912.0,65.56,9.4016,0.79166855491,3986.05,1552.263944,NASDAQ,
