index,symbol,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group
0,AAAU US,2019-04-17,10809.5,12.7541,6.7072,-0.0108662204695,105.86,13052.1519287,ARCA,
1,AABA US,2019-04-17,8547745.5,75.18,18.816,1.10187916972,45522.11,1104.4755685,NASDAQ,
2,AAC US,2019-04-17,90739.5,1.74,101.1712,1.37357770264,42.94,612.4737085,NYSE,Healthcare-Services
3,AADR US,2019-04-17,6482.5,45.49,10.6496,0.139246097275,105.76,453.81102825,ARCA,
4,AAL US,2019-04-17,6207127.5,34.03,26.4192,1.06157581122,15281.36,1001.34306575,NASDAQ,Airlines
5,AAMC US,2019-04-17,827.0,30.0,107.2192,0.0550343063577,47.54,193.10673675,AMEX,Diversified Finan Serv
6,AAME US,2019-04-17,4845.5,2.46,88.6976,-0.354849335637,49.58,433.28784875,NASDAQ,Insurance
7,AAN US,2019-04-17,239701.5,52.97,25.0432,0.991225147712,3590.2,149.471645,NYSE,Commercial Services
8,AAOI US,2019-04-17,642962.0,12.64,53.9712,1.78864449018,251.32,341.05653325,NASDAQ,Electronics
9,AAON US,2019-04-17,103590.0,48.4,28.064,1.37860918513,2520.25,150.0290705,NASDAQ,Building Materials
10,AAPL US,2019-04-17,19762701.5,199.25,17.2096,1.33179550184,939519.54,468.92565125,NASDAQ,Computers
11,AAP US,2019-04-17,761290.0,179.95,23.392,0.919712806898,12897.04,155.139367,NYSE,Retail
12,AAT US,2019-04-17,174033.0,44.32,15.84,0.490356549075,2127.64,150.3119235,NYSE,REITS
13,AA US,2019-04-17,2666705.5,27.72,31.232,1.95939362028,5142.52,561.4155755,NYSE,Mining
14,AAU US,2019-04-17,122616.0,0.5793,52.9792,0.154161576858,64.72,3143.9376295,AMEX,Mining
15,AAWW US,2019-04-17,230390.0,50.1,35.2576,1.75018107237,1290.02,171.347153,NASDAQ,Transportation
16,AAXJ US,2019-04-17,1245786.5,73.1,7.7568,0.7648322473,4605.3,2685.9205185,NASDAQ,
