index,symbol,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group
0,AAAU US,2019-02-28,14961.0,13.1866,7.0976,0.00205743505282,103.51,13361.7502395,ARCA,
1,AABA US,2019-02-28,4008654.0,74.73,20.5824,0.928780219719,45249.63,1001.8089245,NASDAQ,
2,AAC US,2019-02-28,191276.0,2.82,101.472,0.711017144432,69.38,680.119731,NYSE,Healthcare-Services
3,AADR US,2019-02-28,9254.0,46.75,14.2336,0.183780879048,105.19,707.6415725,ARCA,
4,AAL US,2019-02-28,5857396.0,35.69,30.6752,1.37987653579,16026.79,1255.464883,NASDAQ,Airlines
5,AAMC US,2019-02-28,3160.0,36.53,122.528,-0.321192007986,57.89,159.445525,AMEX,Diversified Finan Serv
6,AAME US,2019-02-28,981.0,2.88,88.3456,-0.00206851292005,58.17,300.0,NASDAQ,Insurance
7,AAN US,2019-02-28,578713.0,54.37,39.9872,1.06647808904,3653.82,179.925075,NYSE,Commercial Services
8,AAOI US,2019-02-28,1202627.0,16.35,62.1376,1.44866488185,325.08,344.360694,NASDAQ,Electronics
9,AAON US,2019-02-28,109288.0,41.56,30.8864,1.01361276267,2165.05,184.177107,NASDAQ,Building Materials
10,AAPL US,2019-02-28,18138061.0,174.87,19.4304,1.166591468,824561.01,473.865831,NASDAQ,Computers
11,AAP US,2019-02-28,1451772.0,158.3,32.5952,0.799441128218,11345.38,164.440516,NYSE,Retail
12,AAT US,2019-02-28,112436.0,43.32,18.624,0.487308468038,2050.14,156.765315,NYSE,REITS
13,AA US,2019-02-28,3380055.0,30.98,37.5104,1.28336239784,5746.74,610.7513355,NYSE,Mining
14,AAU US,2019-02-28,194645.0,0.6701,60.7104,0.211616028767,74.81,1609.3518585,AMEX,Mining
15,AAWW US,2019-02-28,263154.0,54.54,40.0768,1.35225477193,1404.35,162.198185,NASDAQ,Transportation
16,AAXJ US,2019-02-28,766385.0,69.92,9.8944,0.665555566872,4614.72,1194.178864,NASDAQ,
17,AAXN US,2019-02-28,344750.0,55.49,35.36,1.06266650588,3263.41,190.3103885,NASDAQ,Miscellaneous Manufactur
18,ABB US,2019-02-28,3096051.0,20.43,12.9664,0.71238059079,44295.27,5984.198721,NYSE,Machinery-Constr&Mining
19,ABBV US,2019-02-28,4304008.0,79.41,23.2128,0.845509162124,117136.38,340.6503625,NYSE,Pharmaceuticals
20,ABCB US,2019-02-28,301828.0,41.09,26.7264,0.977312939815,1951.89,162.1856395,NASDAQ,Banks
21,ABC US,2019-02-28,646327.0,82.79,22.848,0.929262273097,17476.13,171.8349155,NYSE,Pharmaceuticals
22,ABDC US,2019-02-28,30571.0,7.15,34.6048,0.16405651988,96.65,868.10468,NASDAQ,Investment Companies
23,ABEO US,2019-02-28,268144.0,7.1,66.24,1.37713474807,340.41,516.7652655,NASDAQ,Biotechnology
24,ABEV US,2019-02-28,21764720.0,4.89,24.992,0.64884755884,76881.3,145665.910651,NYSE,Beverages
25,ABG US,2019-02-28,135438.0,71.57,32.6528,0.799553814176,1402.89,128.035291,NYSE,Retail
26,ABIL US,2019-02-28,77295.0,1.87,74.176,0.473450188764,12.6,1223.2657925,NASDAQ,Aerospace/Defense
27,ABIO US,2019-02-28,955794.0,0.4576,136.3456,0.214398552023,8.4,2594.61546,NASDAQ,Biotechnology
28,ABMD US,2019-02-28,248437.0,336.17,39.0208,1.36248498734,15156.5,134.434382,NASDAQ,Healthcare-Products
29,ABM US,2019-02-28,247763.0,35.73,27.6928,1.01588784051,2365.68,204.4708855,NYSE,Commercial Services
30,ABR US,2019-02-28,1470840.0,12.79,20.2368,0.591588674974,1384.51,1320.644628,NYSE,REITS
31,ABT US,2019-02-28,4500621.0,77.23,19.0848,1.03830636347,135652.2,433.0211235,NYSE,Healthcare-Products
32,ABTX US,2019-02-28,46853.0,37.93,26.7904,0.698270450386,832.11,241.2804215,NASDAQ,Banks
33,AB US,2019-02-28,420925.0,29.07,24.4544,0.798622953126,2809.86,261.220999,NYSE,Diversified Finan Serv
34,ABUS US,2019-02-28,107057.0,4.22,76.3072,1.41532991782,234.11,769.1055605,NASDAQ,Biotechnology
35,ACAD US,2019-02-28,1214688.0,25.53,49.888,1.50252070446,3673.32,361.8679675,NASDAQ,Biotechnology
36,ACAMU US,2019-02-28,555735.5,10.0,2.0928,1.0,300.0,5280.13987725,NASDAQ,Holding Companies-Divers
37,ACA US,2019-02-28,201905.0,31.89,39.7632,0.694499283987,1555.14,278.818754,NYSE,Engineering&Construction
38,ACBI US,2019-02-28,58749.0,19.16,27.8784,0.510928713956,484.56,169.3153605,NASDAQ,Banks
39,ACB US,2019-02-28,17880400.0,7.54,63.9232,1.16710599387,7525.54,12542.0553625,NYSE,Pharmaceuticals
40,ACCO US,2019-02-28,476776.0,9.27,35.1872,1.13390663023,952.4,838.621683,NYSE,Household Products/Wares
41,ACC US,2019-02-28,1011393.0,44.4,20.5504,0.349874808827,6084.2,338.9389655,NYSE,REITS
42,ACER US,2019-02-28,23075.0,23.68,56.4352,0.430546843699,238.05,356.3127395,NASDAQ,Biotechnology
43,ACES US,2019-02-28,4244.0,27.2838,18.5472,0.0873652465516,27.28,342.812404,BATS,
44,ACET US,2019-02-28,2169583.0,0.2628,155.8272,0.932581273666,8.1,2047.2483675,NASDAQ,Chemicals
45,ACGL US,2019-02-28,748968.0,32.36,17.4592,0.72929087438,13023.44,585.543735,NASDAQ,Insurance
46,ACHC US,2019-02-28,779375.0,26.23,35.4176,1.03106950205,2314.96,272.385043,NASDAQ,Healthcare-Services
47,ACHN US,2019-02-28,901877.0,2.59,71.0784,1.622647002,359.02,3905.108051,NASDAQ,Biotechnology
48,ACH US,2019-02-28,51000.0,10.58,23.776,0.653903306733,9902.93,569.351138,NYSE,Mining
49,ACHV US,2019-02-28,145286.0,2.45,127.872,1.0073166876,16.47,1039.124019,NASDAQ,Biotechnology
50,ACIA US,2019-02-28,737525.0,53.48,43.9616,1.03789288102,2153.01,198.505928,NASDAQ,Telecommunications
51,ACIM US,2019-02-28,16517.0,77.425,13.8048,0.267402967635,170.34,374.300186,ARCA,
52,ACIU US,2019-02-28,217175.0,4.62,78.784,0.909364494492,311.63,963.6431045,NASDAQ,Pharmaceuticals
53,ACIW US,2019-02-28,514320.0,31.18,23.1232,1.05041623629,3616.25,308.849479,NASDAQ,Software
54,ACLS US,2019-02-28,159903.0,21.25,39.7504,1.33432608526,691.88,203.6096875,NASDAQ,Semiconductors
