index,symbol,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group
0,AAAU US,2019-01-16,15541.0,12.8804,10.5216,-0.00953322192195,95.96,9811.774114,ARCA,
1,AABA US,2019-01-16,4937051.0,62.78,29.7408,0.981011058787,38013.8,867.935473,NASDAQ,
2,AAC US,2019-01-16,361971.0,2.81,138.9376,1.01527457807,69.13,862.925124,NYSE,Healthcare-Services
3,AADR US,2019-01-16,20858.0,42.55,20.032,0.281758849671,97.86,647.599847,ARCA,
4,AAL US,2019-01-16,6525008.0,32.1,46.9056,1.45639762821,14784.66,627.1752355,NASDAQ,Airlines
5,AAMC US,2019-01-16,2016.0,29.92,122.5856,-0.0829241104545,48.86,159.4532615,AMEX,Diversified Finan Serv
6,AAME US,2019-01-16,1843.0,2.48,99.4432,0.0691747058347,50.09,774.046448,NASDAQ,Insurance
7,AAN US,2019-01-16,351394.0,45.97,40.4288,1.09717217345,3153.3,158.6762645,NYSE,Commercial Services
8,AAOI US,2019-01-16,417800.0,16.16,65.44,1.41020678718,319.95,217.2427315,NASDAQ,Electronics
9,AAON US,2019-01-16,87142.0,35.43,40.3392,1.02703313155,1845.71,154.591942,NASDAQ,Building Materials
10,AAPL US,2019-01-16,36797401.0,153.07,28.7168,1.11220471765,723990.95,433.5852275,NASDAQ,Computers
11,AAP US,2019-01-16,1192160.0,160.28,33.4848,0.856808498442,11683.41,173.090935,NYSE,Retail
12,AAT US,2019-01-16,154994.0,40.57,24.7552,0.50895040668,1915.8,159.176731,NYSE,REITS
13,AA US,2019-01-16,2646959.0,28.9,47.264,1.40087521781,5389.68,346.010148,NYSE,Mining
14,AAU US,2019-01-16,198729.0,0.8025,77.7728,-0.00179386620038,89.59,1063.820323,AMEX,Mining
15,AAWW US,2019-01-16,252458.0,47.77,49.9264,1.24484352076,1222.45,156.832286,NASDAQ,Transportation
16,AAXJ US,2019-01-16,1037628.0,65.34,14.432,0.623661050016,4312.44,1172.1704755,NASDAQ,
17,AAXN US,2019-01-16,643472.0,49.35,45.2352,0.989017014813,2902.31,198.49505,NASDAQ,Miscellaneous Manufactur
18,ABAC US,2019-01-16,19390.0,1.58,112.832,0.315492057046,20.59,1159.378641,NASDAQ,Agriculture
19,ABB US,2019-01-16,1674903.0,19.26,18.208,0.687490116437,41758.54,2311.228404,NYSE,Machinery-Constr&Mining
20,ABBV US,2019-01-16,5682686.0,85.5,32.6208,0.944816167486,128610.5,209.111941,NYSE,Pharmaceuticals
21,ABCB US,2019-01-16,287455.0,34.41,37.7024,1.02197508437,1634.57,157.2327995,NASDAQ,Banks
22,ABC US,2019-01-16,1320546.0,77.26,32.128,0.982490933345,16373.98,182.5956715,NYSE,Pharmaceuticals
23,ABDC US,2019-01-16,32235.0,6.84,39.9232,0.0780948752212,92.46,1218.2536255,NASDAQ,Investment Companies
24,ABEO US,2019-01-16,371935.0,7.21,74.4576,1.47312155354,345.68,376.708587,NASDAQ,Biotechnology
25,ABEV US,2019-01-16,23057648.0,4.73,29.7728,0.695726393732,74365.76,120468.426567,NYSE,Beverages
26,ABG US,2019-01-16,141385.0,69.39,37.6704,0.90747957365,1360.15,126.5032415,NYSE,Retail
27,ABIL US,2019-01-16,202116.0,2.06,102.0224,0.417277312082,13.15,1697.161397,NASDAQ,Computers
28,ABIO US,2019-01-16,114044.0,0.41,127.4432,0.0743356006962,5.71,3563.5898765,NASDAQ,Biotechnology
29,ABMD US,2019-01-16,452813.0,325.61,50.0352,1.48525172385,14665.32,137.4531475,NASDAQ,Healthcare-Products
30,ABM US,2019-01-16,751186.0,34.55,40.9024,0.937008042204,2281.32,204.3209055,NYSE,Commercial Services
31,ABR US,2019-01-16,938166.0,11.35,25.5168,0.572018404712,1197.55,1073.052519,NYSE,REITS
32,ABT US,2019-01-16,6526421.0,70.47,26.7392,0.998291458066,123768.79,291.1188775,NYSE,Healthcare-Products
33,ABTX US,2019-01-16,54701.0,35.27,39.2448,0.734895326239,769.84,194.7005585,NASDAQ,Banks
34,AB US,2019-01-16,479239.0,28.84,38.6368,0.947608414466,2779.4,309.1043835,NYSE,Diversified Finan Serv
35,ABUS US,2019-01-16,270885.0,3.72,85.8688,1.6924597066,206.38,373.4652205,NASDAQ,Biotechnology
36,ACAD US,2019-01-16,1589517.0,21.33,68.2816,1.67522675438,3063.54,295.935978,NASDAQ,Biotechnology
37,ACA US,2019-01-16,161734.0,29.57,46.464,0.554401108034,1442.0,198.163939,NYSE,Engineering&Construction
