index,symbol,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group
0,AAAU US,2019-06-07,28814.0,13.3189,8.0384,0.0438292325346,118.54,13359.497072,ARCA,
1,AABA US,2019-06-07,6582824.0,60.88,23.8656,1.06779151802,31627.85,575.2927305,NASDAQ,
2,AAC US,2019-06-07,476603.0,0.9149,142.5664,1.17911083263,23.15,1113.1765365,NYSE,Healthcare-Services
3,AADR US,2019-06-07,6141.0,47.15,13.3504,0.157697679394,102.55,438.0251715,ARCA,
4,AAL US,2019-06-07,6756876.0,30.38,28.8064,1.33019702302,13514.09,1091.6290995,NASDAQ,Airlines
5,AAMC US,2019-06-07,7986.0,13.93,113.5808,1.24649679307,22.14,287.9570985,AMEX,Diversified Finan Serv
6,AAME US,2019-06-07,32.0,2.37,73.1904,-0.0472738948831,47.74,899.9998615,NASDAQ,Insurance
7,AAN US,2019-06-07,412350.0,54.72,30.9632,1.23806978453,3703.31,172.8750465,NYSE,Commercial Services
8,AAOI US,2019-06-07,360353.0,9.3,48.1664,1.27839423872,185.44,323.7628885,NASDAQ,Electronics
9,AAON US,2019-06-07,109443.0,48.18,32.0576,1.39144506229,2510.91,157.021405,NASDAQ,Building Materials
10,AAPL US,2019-06-07,25675304.0,185.22,21.1008,1.3425683939,852211.11,367.141236,NASDAQ,Computers
11,AAP US,2019-06-07,1010334.0,154.9,24.8128,0.879329339119,11112.04,156.4021585,NYSE,Retail
12,AAT US,2019-06-07,152923.0,46.39,18.3808,0.623566208547,2227.01,157.3826335,NYSE,REITS
13,AA US,2019-06-07,3149495.0,21.57,32.4928,1.18810302075,4001.98,499.6962915,NYSE,Mining
14,AAU US,2019-06-07,130767.0,0.4652,64.1408,-0.144674028197,51.98,1691.1057505,AMEX,Mining
15,AAWW US,2019-06-07,300364.0,37.99,34.9632,1.13148524126,982.11,166.475735,NASDAQ,Transportation
16,AAXJ US,2019-06-07,1373740.0,66.22,9.12,0.692324454073,3959.96,1573.3584025,NASDAQ,
17,AAXN US,2019-06-07,501277.0,67.97,32.9792,1.38969236852,4018.89,163.12286,NASDAQ,Miscellaneous Manufactur
18,ABB US,2019-06-07,1920218.0,19.08,11.3216,0.734322704683,41368.27,5834.5566295,NYSE,Electronics
19,ABBV US,2019-06-07,3239915.0,77.07,20.6976,1.02613134025,113935.06,263.7308395,NYSE,Pharmaceuticals
20,ABCB US,2019-06-07,239657.0,36.9,28.4864,1.09328918872,1755.9,167.1607275,NASDAQ,Banks
21,ABC US,2019-06-07,1055163.0,81.75,24.928,0.966085097213,17181.97,173.740214,NYSE,Pharmaceuticals
22,ABDC US,2019-06-07,31015.0,8.15,25.3248,0.104928590642,104.94,1169.120367,NASDAQ,Investment Companies
23,ABEO US,2019-06-07,484017.0,5.29,52.768,1.2080406611,260.07,487.042153,NASDAQ,Biotechnology
24,ABEV US,2019-06-07,19893805.0,4.54,26.6176,0.72957947244,71401.86,180953.150054,NYSE,Beverages
25,ABG US,2019-06-07,95670.0,76.95,30.24,0.757733734259,1493.12,119.871275,NYSE,Retail
26,ABIL US,2019-06-07,206472.0,1.19,103.3536,1.46521867959,9.57,1596.8867365,NASDAQ,Aerospace/Defense
27,ABIO US,2019-06-07,186974.0,7.6,133.5552,0.866670274469,10.74,409.5646305,NASDAQ,Biotechnology
28,ABMD US,2019-06-07,632287.0,269.19,41.2864,1.75055371915,12147.13,139.696439,NASDAQ,Healthcare-Products
29,ABM US,2019-06-07,197536.0,39.78,26.9632,0.982942396026,2639.71,159.7932215,NYSE,Commercial Services
30,ABR US,2019-06-07,996357.0,12.43,17.6896,0.59030704798,1422.48,1567.0900065,NYSE,REITS
31,ABT US,2019-06-07,4378898.0,80.09,17.4976,1.0845156153,141293.28,287.619295,NYSE,Healthcare-Products
32,ABTX US,2019-06-07,51535.0,32.52,30.4,0.990282743703,694.03,170.7694255,NASDAQ,Banks
33,AB US,2019-06-07,130325.0,28.13,20.6912,0.710747160215,2672.19,196.3518525,NYSE,Diversified Finan Serv
34,ABUS US,2019-06-07,250525.0,1.63,85.6448,0.529407883356,92.67,1030.887678,NASDAQ,Biotechnology
35,ACAD US,2019-06-07,777941.0,24.91,43.0528,1.81361563678,3591.17,225.073887,NASDAQ,Biotechnology
36,ACAMU US,2019-06-07,17.0,10.01,2.4256,-0.00295199081404,305.88,4761.0647695,NASDAQ,Holding Companies-Divers
37,ACA US,2019-06-07,220348.0,37.06,38.7648,0.754689276187,1791.82,181.5806575,NYSE,Engineering&Construction
38,ACBI US,2019-06-07,69322.0,16.81,30.2272,0.716447677801,405.19,192.421211,NASDAQ,Banks
39,ACB US,2019-06-07,13086714.0,7.53,41.2736,1.63816014536,7636.17,18451.477034,NYSE,Pharmaceuticals
40,ACCO US,2019-06-07,434363.0,7.58,34.4576,1.02188976232,773.83,741.387453,NYSE,Household Products/Wares
41,ACC US,2019-06-07,602804.0,47.02,16.6464,0.497985107603,6453.97,229.5689405,NYSE,REITS
42,ACER US,2019-06-07,68011.0,16.99,68.2048,0.898858918044,171.38,216.5440785,NASDAQ,Biotechnology
43,ACES US,2019-06-07,4507.0,27.9443,15.072,0.183330686934,61.48,345.166108,BATS,
44,ACGL US,2019-06-07,1079857.0,35.58,15.6288,0.694186679734,14367.33,488.46526,NASDAQ,Insurance
45,ACHC US,2019-06-07,600332.0,33.2,37.8624,1.26535259239,2944.88,193.5279725,NASDAQ,Healthcare-Services
46,ACHN US,2019-06-07,715230.0,2.7,64.224,1.91842077706,374.56,2531.031825,NASDAQ,Biotechnology
47,ACH US,2019-06-07,24919.0,8.8,23.9168,0.540639802222,8580.93,221.009396,NYSE,Mining
48,ACHV US,2019-06-07,148962.0,3.55,86.8736,0.92882803052,24.37,609.4590025,NASDAQ,Biotechnology
49,ACIA US,2019-06-07,494415.0,47.42,36.0192,1.30865325176,1925.2,161.51186,NASDAQ,Telecommunications
50,ACIM US,2019-06-07,2579.0,77.1336,8.9152,0.0164753493955,169.69,437.957936,ARCA,
51,ACIU US,2019-06-07,80251.0,5.02,54.5024,0.715577465215,339.16,436.4933725,NASDAQ,Pharmaceuticals
52,ACIW US,2019-06-07,581931.0,32.4,24.2688,1.30615936365,3582.25,243.3122805,NASDAQ,Software
53,ACLS US,2019-06-07,225111.0,14.89,39.6864,1.46854668746,490.51,213.049034,NASDAQ,Semiconductors
54,ACMR US,2019-06-07,56510.0,18.56,72.6976,1.43044893147,298.67,202.781633,NASDAQ,Semiconductors
55,ACM US,2019-06-07,864511.0,33.18,21.2672,0.928406956644,5220.67,376.7278595,NYSE,Engineering&Construction
56,ACNB US,2019-06-07,6159.0,34.5,41.376,-0.134609349004,243.21,246.6016435,NASDAQ,Banks
57,ACN US,2019-06-07,1179495.0,180.4,14.5472,1.02691458003,115238.11,169.115388,NYSE,Computers
58,ACOR US,2019-06-07,697738.0,8.02,56.8256,1.62289573201,386.0,328.3360255,NASDAQ,Biotechnology
59,ACP US,2019-06-07,107982.0,12.01,16.544,0.252142295896,157.02,653.903936,NYSE,
60,ACRE US,2019-06-07,85615.0,14.97,14.56,0.371715347616,432.16,377.495865,NYSE,REITS
61,ACRS US,2019-06-07,337951.0,4.5,63.552,0.774879799639,185.73,564.7936195,NASDAQ,Pharmaceuticals
62,ACRX US,2019-06-07,1127233.0,2.48,64.3328,1.1740386274,195.71,4261.326478,NASDAQ,Pharmaceuticals
63,ACSI US,2019-06-07,1730.0,33.0075,13.0944,-0.0206636640966,57.76,2845.467046,BATS,
64,ACST US,2019-06-07,181232.0,0.87,73.3568,-0.114113640168,67.98,1475.0520355,NASDAQ,Pharmaceuticals
65,ACTG US,2019-06-07,60293.0,3.11,35.0464,0.298794866699,155.7,717.3378485,NASDAQ,Commercial Services
66,ACTTU US,2019-06-07,20730.5,10.07,5.2032,0.0203471018474,363.75,965.890499,NASDAQ,Holding Companies-Divers
67,ACT US,2019-06-07,1472.0,24.69,13.8688,0.307486254228,12.96,317.278384,NASDAQ,
68,AC US,2019-06-07,2146.0,38.29,63.0272,0.713057472489,863.59,247.0899225,NYSE,Diversified Finan Serv
69,ACU US,2019-06-07,25901.0,21.2,76.8576,-0.0137037424963,71.07,194.4013825,AMEX,Household Products/Wares
70,ACV US,2019-06-07,43871.0,22.07,18.9888,0.120877547428,226.77,394.763745,NYSE,
71,ACWF US,2019-06-07,5745.0,28.36,11.6672,0.136444898233,114.86,830.211732,ARCA,
72,ACWI US,2019-06-07,3262346.0,71.99,8.736,0.819970034364,10409.75,7600.443267,NASDAQ,
73,ACWV US,2019-06-07,331302.0,91.65,6.7456,0.530005877178,4692.48,403.02335,BATS,
74,ACWX US,2019-06-07,705140.0,45.65,7.3856,0.596974705267,3615.48,10943.8580015,NASDAQ,
75,ACY US,2019-06-07,1255.0,8.0,53.6128,-0.344914290165,12.37,565.2743425,AMEX,Diversified Finan Serv
76,ADAP US,2019-06-07,242687.0,3.57,75.0144,0.869363934836,373.87,555.2301935,NASDAQ,Biotechnology
77,ADBE US,2019-06-07,1778888.0,274.8,21.6896,1.44229676168,134088.92,157.7132725,NASDAQ,Software
78,ADC US,2019-06-07,181551.0,66.19,19.0336,0.509457004802,2573.45,146.0345755,NYSE,REITS
79,ADES US,2019-06-07,144390.0,12.74,36.4608,0.521684129877,237.59,224.018887,NASDAQ,Coal
80,ADIL US,2019-06-07,43257.0,2.02,102.464,0.25311487045,20.64,1089.060987,NASDAQ,Biotechnology
81,ADI US,2019-06-07,2046341.0,99.97,24.5888,1.42683234089,36965.03,183.7147865,NASDAQ,Semiconductors
82,ADMA US,2019-06-07,825172.0,3.77,78.048,0.384177329818,223.53,877.454473,NASDAQ,Biotechnology
83,ADMP US,2019-06-07,298059.0,1.27,81.7088,0.0394176345259,60.25,1839.0211805,NASDAQ,Pharmaceuticals
84,ADMS US,2019-06-07,397189.0,4.65,66.56,1.28673599086,128.03,394.62238,NASDAQ,Pharmaceuticals
85,ADM US,2019-06-07,3408037.0,39.71,17.7472,0.843855290381,22244.16,624.6220285,NYSE,Agriculture
86,ADNT US,2019-06-07,1679183.0,19.75,64.7872,1.55114604423,1848.8,341.866513,NYSE,Auto Parts&Equipment
87,ADOM US,2019-06-07,207261.0,0.3009,115.872,0.549390207159,21.92,1883.3576115,NASDAQ,Auto Manufacturers
88,ADP US,2019-06-07,843777.0,164.3,16.832,1.12164993276,71508.0,153.9675155,NASDAQ,Commercial Services
89,ADRA US,2019-06-07,932.0,29.31,10.8352,0.0377680087021,17.59,255.288666,NASDAQ,
90,ADRD US,2019-06-07,1795.0,21.14,9.1456,-0.0409678532075,32.77,680.990612,NASDAQ,
91,ADRE US,2019-06-07,3035.0,37.84,13.248,0.0700215056862,126.76,407.96547,NASDAQ,
92,ADRO US,2019-06-07,443791.0,1.73,99.6544,0.730605275676,138.47,602.3028315,NASDAQ,Biotechnology
93,ADRU US,2019-06-07,227.0,20.5,6.8352,-0.00672539816512,11.27,440.488217,NASDAQ,
94,ADSK US,2019-06-07,2020221.0,161.16,24.8704,1.54058944861,35393.89,170.448997,NASDAQ,Software
95,ADS US,2019-06-07,381546.0,142.17,23.0848,1.29808274379,7447.36,139.2248625,NYSE,Diversified Finan Serv
96,ADSW US,2019-06-07,582515.0,32.05,8.1536,0.170124862599,2848.37,753.674815,NYSE,Environmental Control
97,ADTN US,2019-06-07,173211.0,16.38,28.512,1.17483861857,783.11,218.3509415,NASDAQ,Telecommunications
98,ADT US,2019-06-07,3279950.0,6.07,38.2848,1.01855361202,4593.55,3297.5843835,NYSE,Electronics
99,ADUS US,2019-06-07,59020.0,72.63,39.2704,0.937547350521,957.45,165.515886,NASDAQ,Healthcare-Services
100,ADVM US,2019-06-07,990049.0,10.72,67.0976,0.738922960798,680.02,268.776115,NASDAQ,Biotechnology
101,ADXS US,2019-06-07,126786.0,2.67,88.6464,0.435499900148,21.38,674.781313,NASDAQ,Biotechnology
102,ADX US,2019-06-07,137581.0,14.91,9.3056,0.483643008586,1580.62,695.883809,NYSE,
103,ADYX US,2019-06-07,5176.0,4.85,106.5792,0.906948532515,28.13,263.4954925,NASDAQ,Biotechnology
104,AEE US,2019-06-07,970412.0,76.53,13.2672,0.210802867548,18781.91,213.3754555,NYSE,Electric
105,AEF US,2019-06-07,90232.0,7.155,15.3536,0.0228025917058,427.74,1062.891299,AMEX,
106,AEGN US,2019-06-07,76818.0,14.5,32.7488,0.886648814013,454.47,198.1318585,NASDAQ,Engineering&Construction
107,AEG US,2019-06-07,1293340.0,4.66,17.7856,0.872041167871,9833.88,27485.62074,NYSE,Insurance
108,AEHR US,2019-06-07,35960.0,1.65,77.216,0.138962013092,37.23,1196.0056325,NASDAQ,Semiconductors
109,AEIS US,2019-06-07,308011.0,53.31,34.272,1.49609299606,2038.35,146.1247645,NASDAQ,Electronics
110,AEL US,2019-06-07,331540.0,30.12,29.088,1.42796423388,2737.32,176.8230005,NYSE,Insurance
111,AEMD US,2019-06-07,90126.0,0.365,149.3952,0.534340405373,6.92,3569.886992,NASDAQ,Healthcare-Products
112,AEM US,2019-06-07,1587096.0,46.21,23.872,-0.243613693172,10890.99,299.6333,NYSE,Mining
113,AEO US,2019-06-07,4370271.0,17.58,38.88,1.02835268499,3027.7,956.153153,NYSE,Retail
114,AEP US,2019-06-07,1667850.0,90.0,13.1712,0.183701282552,44409.2,206.9826385,NYSE,Electric
115,AERI US,2019-06-07,329644.0,34.68,55.456,1.65341431941,1592.43,179.8829785,NASDAQ,Pharmaceuticals
116,AER US,2019-06-07,956660.0,47.16,23.584,0.97298329714,6583.43,232.6342245,NYSE,Trucking&Leasing
117,AES US,2019-06-07,5661562.0,16.96,17.536,0.530001492418,11256.81,5091.0264435,NYSE,Electric
118,AETI US,2019-06-07,72557.0,0.675,120.224,0.924354282282,6.34,1318.9125795,NASDAQ,Engineering&Construction
119,AE US,2019-06-07,8469.0,34.08,59.6608,0.166140800471,143.75,306.225025,AMEX,Oil&Gas
120,AEYE US,2019-06-07,33685.0,7.25,99.7568,-3.72005613017e-05,55.41,485.854778,NASDAQ,Internet
121,AEY US,2019-06-07,21019.0,1.38,76.4288,0.572113161288,14.3,1490.595325,NASDAQ,Distribution/Wholesale
122,AEZS US,2019-06-07,66456.0,2.46,68.4928,0.623159986175,40.44,600.118164,NASDAQ,Biotechnology
123,AFB US,2019-06-07,56104.0,13.16,7.8464,-0.00212672883619,378.28,689.422178,NYSE,
124,AFG US,2019-06-07,281843.0,101.53,15.3216,0.700433396438,9105.97,151.4111645,NYSE,Insurance
125,AFH US,2019-06-07,303704.0,0.641,120.5888,1.44158707562,7.67,1193.341025,NASDAQ,Insurance
126,AFIF US,2019-06-07,6578.0,9.93,9.28,0.0462419454405,27.06,496.803411,BATS,
127,AFIN US,2019-06-07,636424.0,10.1683333,41.28,1.01343261499,1089.73,543.8738865,NASDAQ,REITS
128,AFI US,2019-06-07,141540.0,11.01,36.6656,0.689102683615,285.61,334.2089445,NYSE,Building Materials
129,AFK US,2019-06-07,4160.0,20.76,19.8208,0.074401087688,56.05,458.1984435,ARCA,
130,AFL US,2019-06-07,2240113.0,53.82,14.5152,0.846688181716,40121.15,563.9724515,NYSE,Insurance
131,AFMD US,2019-06-07,615327.0,2.6,53.6512,1.36931048762,162.32,1590.763778,NASDAQ,Biotechnology
132,AFT US,2019-06-07,53138.0,14.77,8.9152,0.119572329659,230.01,710.5478365,NYSE,
133,AFTY US,2019-06-07,2707.0,16.04,18.0736,0.0647661532188,10.52,583.920546,ARCA,
134,AGBAU US,2019-06-07,404.0,10.04,2.336,0.00414833069887,46.18,13365.5877905,NASDAQ,Holding Companies-Divers
135,AGCO US,2019-06-07,553409.0,69.16,23.3664,1.17525557173,5310.45,179.8260175,NYSE,Machinery-Diversified
136,AGD US,2019-06-07,38645.0,9.16,11.6032,0.222157035675,114.95,498.191056,NYSE,
137,AGEN US,2019-06-07,761546.0,2.66,52.1984,1.68169247244,357.13,3056.686127,NASDAQ,Biotechnology
138,AGE US,2019-06-07,83979.0,2.73,92.6272,-0.552612453494,102.73,745.4156345,AMEX,Biotechnology
139,AGFS US,2019-06-07,127149.0,2.17,84.3904,-0.109830199437,111.65,566.405283,NASDAQ,Chemicals
140,AGGE US,2019-06-07,7673.0,19.02,2.7136,-0.00926707527144,78.93,423.5726615,ARCA,
141,AGGP US,2019-06-07,14932.0,19.33,2.6816,0.000366594187253,148.84,477.9143605,ARCA,
142,AGG US,2019-06-07,4703803.0,110.22,2.1312,-0.0679873832305,62682.11,6001.0159835,ARCA,
143,AGGY US,2019-06-07,107336.0,50.59,2.976,-0.030984975686,642.49,1486.2720235,ARCA,
144,AGIO US,2019-06-07,408378.0,48.7,48.1344,1.54857618628,2859.24,163.7038515,NASDAQ,Pharmaceuticals
145,AGI US,2019-06-07,1187357.0,5.29,38.0544,-0.64456756174,2057.56,9505.192531,NYSE,Mining
146,AGLE US,2019-06-07,77599.0,6.39,53.568,1.05005562916,184.34,204.922927,NASDAQ,Pharmaceuticals
147,AGM/A US,2019-06-07,520.0,62.54,33.0304,-0.0313368758491,742.92,113.865946,NYSE,Diversified Finan Serv
148,AGMH US,2019-06-07,5835.0,13.25,88.4736,0.00676523839032,440.11,213.6622265,NASDAQ,Diversified Finan Serv
149,AGM US,2019-06-07,37630.0,70.38,37.7664,1.26040579501,742.92,154.7225915,NYSE,Diversified Finan Serv
150,AGNC US,2019-06-07,4847883.0,16.89,10.3616,0.275059085504,9060.01,10827.9431905,NASDAQ,REITS
151,AGND US,2019-06-07,478.0,41.7,5.2032,-0.00967774501725,25.02,406.55529,NASDAQ,
152,AGN US,2019-06-07,2675588.0,125.05,29.3952,1.13378876852,40991.63,189.662808,NYSE,Pharmaceuticals
153,AGO US,2019-06-07,495781.0,42.65,16.4736,0.543701968381,4331.68,228.7587575,NYSE,Insurance
154,AGQ US,2019-06-07,196571.0,23.36,17.2096,-0.112443170161,173.95,2101.005643,ARCA,
155,AGRO US,2019-06-07,316646.0,7.04,35.552,0.324226323842,821.37,484.6462115,NYSE,Agriculture
156,AGR US,2019-06-07,347122.0,51.75,13.2864,0.162551707432,15991.02,188.3458055,NYSE,Electric
157,AGRX US,2019-06-07,108098.0,1.03,83.8464,-0.343581667267,45.06,2279.8192235,NASDAQ,Pharmaceuticals
158,AGS US,2019-06-07,179966.0,17.62,42.2912,1.06310372853,623.94,188.0050455,NYSE,Computers
159,AGTC US,2019-06-07,39046.0,3.6,81.9584,0.331596885078,65.42,1182.630411,NASDAQ,Biotechnology
160,AGT US,2019-06-07,513.0,24.814,22.176,0.0578451629268,23.57,598.4422945,BATS,
