index,symbol,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group
0,AAAU US,2019-02-12,16930.0,13.075,7.584,0.00113042001408,102.64,10607.0247765,ARCA,
1,AABA US,2019-02-12,3411501.0,68.5,24.9216,0.982946483795,41477.31,1124.446112,NASDAQ,
2,AAC US,2019-02-12,213060.0,2.73,115.7312,0.86976594045,67.16,1088.4864925,NYSE,Healthcare-Services
3,AADR US,2019-02-12,13596.0,43.925,15.104,0.22398446968,102.13,590.6928425,ARCA,
4,AAL US,2019-02-12,6286476.0,36.59,36.832,1.44226320087,16852.68,796.228644,NASDAQ,Airlines
5,AAMC US,2019-02-12,1225.0,28.67,117.344,-0.593702164871,46.82,164.649384,AMEX,Diversified Finan Serv
6,AAME US,2019-02-12,667.0,2.58,100.48,-0.0388396607882,52.11,301.144226,NASDAQ,Insurance
7,AAN US,2019-02-12,445280.0,50.49,32.6656,1.06686696092,3463.35,166.3980695,NYSE,Commercial Services
8,AAOI US,2019-02-12,503483.0,15.77,55.4624,1.47058785224,312.22,281.290723,NASDAQ,Electronics
9,AAON US,2019-02-12,65961.0,38.05,34.3424,1.02218192105,1982.2,184.0467255,NASDAQ,Building Materials
10,AAPL US,2019-02-12,27504181.0,169.43,23.5264,1.1738767545,798909.89,469.142411,NASDAQ,Computers
11,AAP US,2019-02-12,919811.0,165.13,30.752,0.809652690282,12036.94,167.027245,NYSE,Retail
12,AAT US,2019-02-12,118532.0,44.22,20.7936,0.480562234632,2088.16,160.5746075,NYSE,REITS
13,AA US,2019-02-12,3348506.0,27.97,43.0912,1.40053723627,5216.24,422.967255,NYSE,Mining
14,AAU US,2019-02-12,128754.0,0.72,69.0304,0.114157571575,80.38,1344.132969,AMEX,Mining
15,AAWW US,2019-02-12,269287.0,53.25,40.3584,1.26861314893,1362.68,166.1339475,NASDAQ,Transportation
16,AAXJ US,2019-02-12,1207635.0,68.19,11.7312,0.657003614848,4500.54,1180.546061,NASDAQ,
17,AAXN US,2019-02-12,275227.0,53.13,37.1072,1.13144712788,3124.62,184.0359625,NASDAQ,Miscellaneous Manufactur
18,ABB US,2019-02-12,2703865.0,19.08,14.7648,0.686154509765,41368.27,4737.068196,NYSE,Machinery-Constr&Mining
19,ABBV US,2019-02-12,7707575.0,79.77,27.8976,0.873530525104,119991.34,311.2370995,NYSE,Pharmaceuticals
20,ABCB US,2019-02-12,316395.0,38.31,30.688,0.95641758717,1819.83,165.1447365,NASDAQ,Banks
21,ABC US,2019-02-12,1474426.0,83.64,26.816,0.88694865992,17655.56,186.376738,NYSE,Pharmaceuticals
22,ABDC US,2019-02-12,36936.0,7.36,36.256,0.154046586467,99.49,504.068157,NASDAQ,Investment Companies
