index,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group,med_spread_1,med_spread_2,med_spread_3,med_spread_4
0,2018-08-30,31144.0,12.0535,7.9744,0.0129041833349,10.85,13166.7078648,ARCA,,0.01,0.01,0.01,0.01
1,2018-08-30,5516977.0,70.43,25.2544,1.7746115811,57604.13,739.37600675,NASDAQ,,0.0320353,0.0207892,0.011057,0.01
2,2018-08-30,194782.0,9.03,53.1456,0.489710791378,222.11,271.71135675,NYSE,Healthcare-Services,0.0945421,0.0409482,0.0232221,0.0160408
3,2018-08-30,41325.5,53.08,15.3024,0.654860924168,201.7,970.560456,ARCA,,0.3011088,0.1989662,0.1177797,0.1009756
4,2018-08-30,5243458.5,40.5,27.8912,1.46697262425,18650.62,582.68196025,NASDAQ,Airlines,0.023268,0.0147405,0.01,0.01
5,2018-08-30,205.0,64.0,81.8944,-0.561427162702,103.25,162.4604305,AMEX,Diversified Finan Serv,7.375319,6.3820633,4.2264251,3.0503971
6,2018-08-30,1028.0,2.45,112.9408,0.924452534499,49.61,734.4244535,NASDAQ,Insurance,,,0.266133666667,
7,2018-08-30,321416.5,49.22,31.552,1.24402778501,3404.83,184.67930925,NYSE,Commercial Services,0.3244683,0.1126268,0.0435581,0.0149124
8,2018-08-30,653556.0,42.39,49.0688,2.29232882918,835.0,233.1899275,NASDAQ,Electronics,0.1437197,0.1116211,0.0589015,0.0220219
9,2018-08-30,138397.0,40.85,27.1168,0.819807573116,2135.02,368.96575275,NASDAQ,Building Materials,0.2954735,0.1399475,0.0853103,0.0522165
10,2018-08-30,22126771.0,222.98,13.1776,1.18838675953,1076976.9,399.577938,NASDAQ,Computers,0.0199345,0.0153672,0.0103953,0.0105046
11,2018-08-30,859778.0,163.56,21.4784,0.77849752829,12116.73,172.29029525,NYSE,Retail,0.2917147,0.1735795,0.0738648,0.0349803
