index,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group,med_spread_1,med_spread_2,med_spread_3,med_spread_4
0,2018-10-15,12624.5,12.175,6.912,-0.00724450399265,54.79,13072.1901897,ARCA,,0.01,0.01,0.01,0.01
1,2018-10-15,6823532.5,61.98,27.9552,1.53669735682,37529.4,710.991653,NASDAQ,,0.0294212,0.0175448,0.0102518,0.01
2,2018-10-15,97651.0,6.92,54.0672,0.855278764532,170.21,261.8912455,NYSE,Healthcare-Services,0.1242081,0.0595129,0.0284878,0.0187558
3,2018-10-15,20877.5,48.71,21.504,0.463195261715,171.7,825.14652625,ARCA,,0.3070795,0.1571222,0.1046115,0.0938463
4,2018-10-15,7145709.5,30.91,32.8768,1.39890694486,14234.34,589.63492175,NASDAQ,Airlines,0.0235138,0.0148842,0.01,0.01
5,2018-10-15,1103.0,51.7,77.3568,-0.022417347586,83.41,203.9449045,AMEX,Diversified Finan Serv,5.1255488,5.4012336,4.339043,4.5321318
6,2018-10-15,2327.5,2.99,149.7728,-0.0770117336307,60.55,523.1758615,NASDAQ,Insurance,,,0.1967768,0.28786
7,2018-10-15,328770.0,49.87,31.0976,1.23610472409,3449.8,161.80330525,NYSE,Commercial Services,0.2501544,0.1241117,0.0536514,0.0182466
8,2018-10-15,1376195.0,22.92,63.1104,1.97215312521,451.48,311.3400015,NASDAQ,Electronics,0.0963266,0.0699165,0.0286444,0.0110585
9,2018-10-15,157410.5,31.89,30.272,1.01571269874,1666.72,203.77154825,NASDAQ,Building Materials,0.6309249,0.2014701,0.0590796,0.0310428
10,2018-10-15,25261578.0,222.11,22.592,1.48206786038,1072774.86,222.95289475,NASDAQ,Computers,0.0444835,0.0308908,0.0232864,0.0180292
11,2018-10-15,681623.0,165.12,22.0864,0.752547911177,12232.3,162.17678475,NYSE,Retail,0.3170935,0.2127719,0.0977106,0.0430768
12,2018-10-15,173951.5,35.46,18.0864,0.136231131766,1674.5,179.62305575,NYSE,REITS,0.2273532,0.1222209,0.0344553,0.0154978
13,2018-10-15,4255126.0,35.67,33.792,1.1384113716,6651.49,313.200517,NYSE,Mining,0.0514522,0.0297148,0.015147,0.01
14,2018-10-15,236160.0,0.5,75.84,-0.48705930059,55.82,2399.37847925,AMEX,Mining,0.0094579,0.011179,0.0071919,0.0072012
15,2018-10-15,175773.5,53.13,31.5584,1.12832657233,1358.8,165.34284525,NASDAQ,Transportation,0.7102511,0.2445151,0.1158013,0.0429396
16,2018-10-15,1000010.5,64.98,12.8384,0.957171852965,3547.91,796.1946715,NASDAQ,,0.0356013,0.024752,0.0129043,0.0108977
17,2018-10-15,399024.5,58.86,42.6432,1.72342441164,3432.7,157.4915325,NASDAQ,Miscellaneous Manufactur,0.313177,0.2276251,0.1315326,0.0448406
18,2018-10-15,10819.0,1.79,135.2384,-0.234163714315,14.29,499.0553235,NASDAQ,Agriculture,0.167328,0.146685,0.1325464,
19,2018-10-15,1612944.5,21.26,11.5008,0.709858305542,46094.83,3288.8746765,NYSE,Machinery-Constr&Mining,0.01,0.01,0.01,0.01
20,2018-10-15,3553520.0,90.69,22.7904,1.00086651365,137329.39,219.544406,NYSE,Pharmaceuticals,0.0686457,0.0432724,0.0245782,0.0146518
21,2018-10-15,201204.0,43.22,25.8496,0.928231681497,2053.76,174.34821975,NASDAQ,Banks,0.6313312,0.1957364,0.0512414,0.0243038
22,2018-10-15,89243.5,12.07,41.3632,0.81207192103,570.39,199.80253325,NASDAQ,Commercial Services,0.1854696,0.086734,0.0381973,0.0245864
23,2018-10-15,1086767.5,88.48,22.7136,1.0132757273,19143.24,208.9002455,NYSE,Pharmaceuticals,0.1379074,0.0826356,0.0350425,0.0195342
24,2018-10-15,76722.5,5.97,25.4848,-0.0497997606385,80.77,1328.2381085,NASDAQ,Investment Companies,0.05,0.026445,0.0274817,0.03057175
25,2018-10-15,503412.0,10.4,65.2544,1.32187557253,498.61,375.44866825,NASDAQ,Biotechnology,0.11528,0.0539288,0.0277269,0.0160801
26,2018-10-15,26513380.0,4.59,29.12,0.912995760324,72164.66,111316.788517,NYSE,Beverages,0.01,0.01,0.01,0.01
27,2018-10-15,189010.0,59.94,26.7712,1.11187668297,1219.95,167.76033675,NYSE,Retail,0.6666907,0.2698765,0.0986867,0.0480777
28,2018-10-15,57521.0,3.05,113.8112,1.15646803826,10.08,952.62538925,NASDAQ,Computers,0.09294,0.0579505,0.0608395,0.0487941666667
29,2018-10-15,449158.5,0.6,140.4928,-0.150463096038,8.35,1971.3476075,NASDAQ,Biotechnology,0.0194206666667,0.01683875,0.0104845,0.0083943
